EGI59878.1,332019383,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57484.1,332016610,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68257.1,332028207,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66653.1,332026534,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58025.1,332017247,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63000.1,332022724,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61982.1,332021620,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61030.1,332020623,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70637.1,332031022,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67708.1,332027640,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68725.1,332028693,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69744.1,332029885,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59629.1,332019101,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70784.1,332031243,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66283.1,332026135,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59613.1,332019083,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57996.1,332017207,103372,Panamanian leafcutter ant,Acromyrmex echinatior
CAA34351.1,8184,7227,fruit fly,Drosophila melanogaster
YP_004901686.1,352749710,71032,Grapevine leafroll-associated virus 5,Grapevine leafroll-associated virus 5
CBZ41626.2,350540580,71032,Grapevine leafroll-associated virus 5,Grapevine leafroll-associated virus 5
XP_001435709.1,145499447,412030,Paramecium tetraurelia strain d4-2,Paramecium tetraurelia strain d4-2
CAK68312.1,124402843,5888,Paramecium tetraurelia,Paramecium tetraurelia
XP_002036225.1,195339235,7238,Drosophila sechellia,Drosophila sechellia
EDW52148.1,194130105,7238,Drosophila sechellia,Drosophila sechellia
YP_004935369.1,365824249,70177,Grapevine leafroll-associated virus 4,Grapevine leafroll-associated virus 4
ACS44657.1,240065113,70177,Grapevine leafroll-associated virus 4,Grapevine leafroll-associated virus 4
ZP_08651211.1,339302144,888745,Streptococcus agalactiae ATCC 13813,Streptococcus agalactiae ATCC 13813
EFV96750.1,319744391,888745,Streptococcus agalactiae ATCC 13813,Streptococcus agalactiae ATCC 13813
EGS28339.1,341577939,876138,Streptococcus agalactiae FSL S3-026,Streptococcus agalactiae FSL S3-026
EGI57624.1,332016804,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61180.1,332020777,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI64851.1,332024655,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59798.1,332019290,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66374.1,332026232,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69786.1,332029961,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65547.1,332025380,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65271.1,332025089,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68991.1,332028976,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69270.1,332029287,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69922.1,332030107,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61742.1,332021369,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60220.1,332019754,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62702.1,332022391,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61377.1,332020984,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65278.1,332025097,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62711.1,332022401,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65253.1,332025069,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68662.1,332028627,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN83139.1,307204426,610380,Harpegnathos saltator,Harpegnathos saltator
EGI68672.1,332028638,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62942.1,332022654,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70938.1,332031435,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN80743.1,307200609,610380,Harpegnathos saltator,Harpegnathos saltator
EGI60565.1,332020121,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69065.1,332029051,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67681.1,332027610,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN65463.1,307175534,104421,Camponotus floridanus,Camponotus floridanus
EGI61966.1,332021602,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62469.1,332022147,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58654.1,332018028,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59352.1,332018791,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60884.1,332020468,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67224.1,332027130,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60880.1,332020462,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60743.1,332020314,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN76665.1,307194289,610380,Harpegnathos saltator,Harpegnathos saltator
EGI64101.1,332023879,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN80977.1,307201016,610380,Harpegnathos saltator,Harpegnathos saltator
EGI64852.1,332024656,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67903.1,332027843,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63187.1,332022919,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66300.1,332026153,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61436.1,332021048,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN86819.1,307210132,610380,Harpegnathos saltator,Harpegnathos saltator
EGI58680.1,332018064,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62904.1,332022608,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68934.1,332028916,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70948.1,332031462,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67653.1,332027582,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59187.1,332018604,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62179.1,332021840,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI64588.1,332024390,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61178.1,332020775,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67540.1,332027457,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58131.1,332017397,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62180.1,332021841,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59301.1,332018734,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI64619.1,332024421,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61409.1,332021018,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62712.1,332022402,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70780.1,332031235,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66625.1,332026502,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN79452.1,307198582,610380,Harpegnathos saltator,Harpegnathos saltator
EGI67886.1,332027823,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60667.1,332020227,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70391.1,332030715,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59171.1,332018588,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN75651.1,307192435,610380,Harpegnathos saltator,Harpegnathos saltator
EGI68262.1,332028213,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67887.1,332027824,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66108.1,332025952,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70751.1,332031195,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70375.1,332030698,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67860.1,332027795,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN77050.1,307194928,610380,Harpegnathos saltator,Harpegnathos saltator
EGI67701.1,332027633,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN79069.1,307198009,610380,Harpegnathos saltator,Harpegnathos saltator
EFN71897.1,307186191,104421,Camponotus floridanus,Camponotus floridanus
EFN90065.1,307215382,610380,Harpegnathos saltator,Harpegnathos saltator
EGI67809.1,332027742,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70029.1,332030255,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61037.1,332020630,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN83170.1,307204465,610380,Harpegnathos saltator,Harpegnathos saltator
EGI60873.1,332020455,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61660.1,332021278,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60872.1,332020454,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58343.1,332017651,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69938.1,332030144,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN89514.1,307214487,610380,Harpegnathos saltator,Harpegnathos saltator
EFN77728.1,307196003,610380,Harpegnathos saltator,Harpegnathos saltator
EGI65267.1,332025085,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63379.1,332023122,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67986.1,332027932,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66307.1,332026165,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN79287.1,307198326,610380,Harpegnathos saltator,Harpegnathos saltator
EFN79287.1,307198326,610380,Harpegnathos saltator,Harpegnathos saltator
EFN71734.1,307185918,104421,Camponotus floridanus,Camponotus floridanus
EGI61974.1,332021612,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67576.1,332027494,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62887.1,332022586,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62658.1,332022346,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68907.1,332028883,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65401.1,332025226,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI61711.1,332021337,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN83005.1,307204163,610380,Harpegnathos saltator,Harpegnathos saltator
EGI64858.1,332024663,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70647.1,332031051,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN78223.1,307196766,610380,Harpegnathos saltator,Harpegnathos saltator
EGI60221.1,332019755,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66298.1,332026151,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70037.1,332030263,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN81552.1,307201947,610380,Harpegnathos saltator,Harpegnathos saltator
EGI64138.1,332023919,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57374.1,332016472,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58264.1,332017562,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62116.1,332021765,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67619.1,332027542,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67680.1,332027609,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59557.1,332019021,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN61453.1,307168177,104421,Camponotus floridanus,Camponotus floridanus
EGI60882.1,332020464,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57517.1,332016660,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67890.1,332027827,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66917.1,332026808,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60641.1,332020197,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60877.1,332020459,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62910.1,332022619,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63027.1,332022752,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66433.1,332026298,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67637.1,332027564,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67996.1,332027944,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69376.1,332029462,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70044.1,332030270,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62471.1,332022149,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58374.1,332017693,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57535.1,332016692,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58341.1,332017649,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN89346.1,307214240,610380,Harpegnathos saltator,Harpegnathos saltator
AAC16609.1,3136113,7238,Drosophila sechellia,Drosophila sechellia
AAC16608.1,3136111,7238,Drosophila sechellia,Drosophila sechellia
EGI67228.1,332027134,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70374.1,332030697,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN78421.1,307197049,610380,Harpegnathos saltator,Harpegnathos saltator
EGI69740.1,332029872,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN88733.1,307213241,610380,Harpegnathos saltator,Harpegnathos saltator
EGI68866.1,332028838,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN80122.1,307199515,610380,Harpegnathos saltator,Harpegnathos saltator
EGI63841.1,332023609,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAA66077.1,805122,39758,Hessian fly,Mayetiola destructor
EGI70537.1,332030902,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI69362.1,332029416,103372,Panamanian leafcutter ant,Acromyrmex echinatior
CAH03742.1,93276811,88063,Messor bouvieri,Messor bouvieri
EGI61978.1,332021616,103372,Panamanian leafcutter ant,Acromyrmex echinatior
CAH03740.1,93276807,88063,Messor bouvieri,Messor bouvieri
EGI65250.1,332025066,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68418.1,332028372,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN78031.1,307196479,610380,Harpegnathos saltator,Harpegnathos saltator
EGI58084.1,332017339,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAC16613.1,3136132,7240,Drosophila simulans,Drosophila simulans
AAC16612.1,3136130,7240,Drosophila simulans,Drosophila simulans
EGI67651.1,332027579,103372,Panamanian leafcutter ant,Acromyrmex echinatior
3HOS_A,259090261,7226,Drosophila mauritiana,Drosophila mauritiana
3HOS_B,259090262,7226,Drosophila mauritiana,Drosophila mauritiana
3HOT_A,259090269,7226,Drosophila mauritiana,Drosophila mauritiana
3HOT_B,259090270,7226,Drosophila mauritiana,Drosophila mauritiana
AAC16610.1,3136126,7240,Drosophila simulans,Drosophila simulans
AAC16611.1,3136128,7240,Drosophila simulans,Drosophila simulans
AAC16615.1,3136136,7240,Drosophila simulans,Drosophila simulans
AAC16614.1,3136134,7240,Drosophila simulans,Drosophila simulans
AAC16616.1,3136138,7240,Drosophila simulans,Drosophila simulans
EGI62167.1,332021824,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAC16618.1,3136142,7240,Drosophila simulans,Drosophila simulans
Q7JQ07.1,75009676,7226,Drosophila mauritiana,Drosophila mauritiana
AAA28678.1,157832,7226,Drosophila mauritiana,Drosophila mauritiana
AAK40118.1,13811431,6973,German cockroach,Blattella germanica
AAK54758.1,14161477,7370,house fly,Musca domestica
EGI60501.1,332020050,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAC28261.1,3372336,7243,Drosophila teissieri,Drosophila teissieri
EGI62106.1,332021753,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAY57408.1,66864646,39758,Hessian fly,Mayetiola destructor
EGI64861.1,332024667,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAC28262.1,3372339,7243,Drosophila teissieri,Drosophila teissieri
EGI67045.1,332026948,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN86572.1,307209741,610380,Harpegnathos saltator,Harpegnathos saltator
AAC16617.1,3136140,7240,Drosophila simulans,Drosophila simulans
EFN76013.1,307193092,610380,Harpegnathos saltator,Harpegnathos saltator
EFN83814.1,307205497,610380,Harpegnathos saltator,Harpegnathos saltator
CAH03739.1,93276805,88063,Messor bouvieri,Messor bouvieri
CAH03741.1,93276809,88063,Messor bouvieri,Messor bouvieri
EGI59649.1,332019133,103372,Panamanian leafcutter ant,Acromyrmex echinatior
AAL69970.1,18448946,55057,cabbage moth,Mamestra brassicae
XP_002159908.1,221129717,6085,green hydra,Hydra magnipapillata
EGI66610.1,332026484,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57372.1,332016470,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59644.1,332019126,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58143.1,332017414,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70771.1,332031226,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70772.1,332031227,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66631.1,332026508,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN85644.1,307208163,610380,Harpegnathos saltator,Harpegnathos saltator
EFN78231.1,307196786,610380,Harpegnathos saltator,Harpegnathos saltator
EFN79277.1,307198282,610380,Harpegnathos saltator,Harpegnathos saltator
EFN75840.1,307192732,610380,Harpegnathos saltator,Harpegnathos saltator
EGI68515.1,332028474,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN81598.1,307202052,610380,Harpegnathos saltator,Harpegnathos saltator
EFN76288.1,307193511,610380,Harpegnathos saltator,Harpegnathos saltator
EGI69770.1,332029927,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN76681.1,307194325,610380,Harpegnathos saltator,Harpegnathos saltator
EFN77463.1,307195617,610380,Harpegnathos saltator,Harpegnathos saltator
EGI61976.1,332021614,103372,Panamanian leafcutter ant,Acromyrmex echinatior
XP_002156183.1,221123849,6085,green hydra,Hydra magnipapillata
EGI58037.1,332017259,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN87929.1,307212046,610380,Harpegnathos saltator,Harpegnathos saltator
EGI63620.1,332023374,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65280.1,332025099,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67684.1,332027613,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN71498.1,307185520,104421,Camponotus floridanus,Camponotus floridanus
EGI58337.1,332017645,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68867.1,332028839,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68667.1,332028633,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI66234.1,332026086,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65272.1,332025090,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN88155.1,307212354,610380,Harpegnathos saltator,Harpegnathos saltator
EGI59188.1,332018605,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68987.1,332028972,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70642.1,332031027,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63739.1,332023500,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67904.1,332027844,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI59933.1,332019450,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN66653.1,307177547,104421,Camponotus floridanus,Camponotus floridanus
EGI58564.1,332017909,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN76296.1,307193531,610380,Harpegnathos saltator,Harpegnathos saltator
EGI58779.1,332018173,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI68862.1,332028834,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60973.1,332020560,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65459.1,332025288,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57588.1,332016767,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI57589.1,332016768,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI58565.1,332017910,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN83548.1,307205067,610380,Harpegnathos saltator,Harpegnathos saltator
EGI62709.1,332022399,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI70781.1,332031236,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN81325.1,307201563,610380,Harpegnathos saltator,Harpegnathos saltator
EFN86570.1,307209739,610380,Harpegnathos saltator,Harpegnathos saltator
EFN78251.1,307196808,610380,Harpegnathos saltator,Harpegnathos saltator
EFN85301.1,307207663,610380,Harpegnathos saltator,Harpegnathos saltator
EFN85266.1,307207606,610380,Harpegnathos saltator,Harpegnathos saltator
EFN75578.1,307192296,610380,Harpegnathos saltator,Harpegnathos saltator
EGI67623.1,332027548,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN78678.1,307197414,610380,Harpegnathos saltator,Harpegnathos saltator
EFN80430.1,307200098,610380,Harpegnathos saltator,Harpegnathos saltator
EFN76674.1,307194314,610380,Harpegnathos saltator,Harpegnathos saltator
EFN64931.1,307174422,104421,Camponotus floridanus,Camponotus floridanus
EGI61179.1,332020776,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67232.1,332027139,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI64486.1,332024286,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI65277.1,332025096,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI63881.1,332023653,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI60747.1,332020322,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67223.1,332027129,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN75087.1,307191590,610380,Harpegnathos saltator,Harpegnathos saltator
EGI68421.1,332028376,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN89699.1,307214818,610380,Harpegnathos saltator,Harpegnathos saltator
EGI58563.1,332017907,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EFN87077.1,307210639,610380,Harpegnathos saltator,Harpegnathos saltator
EFN61227.1,307167753,104421,Camponotus floridanus,Camponotus floridanus
EFN78693.1,307197456,610380,Harpegnathos saltator,Harpegnathos saltator
EGI58778.1,332018172,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI62945.1,332022658,103372,Panamanian leafcutter ant,Acromyrmex echinatior
EGI67318.1,332027232,103372,Panamanian leafcutter ant,Acromyrmex echinatior
ACE75466.1,190702583,92994,Glyptapanteles indiensis,Glyptapanteles indiensis
EFZ10386.1,322782354,13686,red fire ant,Solenopsis invicta
EFZ09603.1,322779338,13686,red fire ant,Solenopsis invicta
EFN73068.1,307188261,104421,Camponotus floridanus,Camponotus floridanus
EFN65458.1,307175506,104421,Camponotus floridanus,Camponotus floridanus
EFN71671.1,307185814,104421,Camponotus floridanus,Camponotus floridanus
